state,state_abbr,fiscal_year,program_category,expenditure_category,expenditure_amount,federal_share,state_share,total_computable_expenditure,source_file,source_url,source_type,notes,date_accessed,review_status
Alabama,AL,2019,CHIP,Total,242908069,242908069,0,242908069,FY 2019 CHIP NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2019.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Jersey,NJ,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,21231500657,14479398016,13550486272,21231500657,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total Net Expenditures,8257965730,7073874253,6732909492,8257965730,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total Newly Eligible,2361892528,2145057569,2145057569,2361892528,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total Not Newly,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total VIII Group,2361892528,2145057569,2145057569,2361892528,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total COVID19 Section 6004,57800,57800,0,57800,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total COVID19 Section 6008,8387827277,7184135098,6843170337,8387827277,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New Mexico,NM,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,8387885077,7184192898,6843170337,8387885077,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total Net Expenditures,80518406335,52155447239,48343486945,80518406335,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total Newly Eligible,2572447961,2314746328,2314746328,2572447961,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total Not Newly,13705590128,11389965813,11389965813,13705590128,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total VIII Group,16278038089,13704712141,13704712141,16278038089,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total COVID19 Section 6008,81386479352,52757369067,48945408773,81386479352,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
New York,NY,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,81386479352,52757369067,48945408773,81386479352,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total Net Expenditures,18403697744,13966538453,12830970538,18403697744,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total Not Newly,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total VIII Group,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total COVID19 Section 6004,9132156,9132156,0,9132156,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total COVID19 Section 6008,18962533959,14421598550,13286030635,18962533959,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Carolina,NC,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,18971666115,14430730706,13286030635,18971666115,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total Net Expenditures,1524148076,1076070731,1010230055,1524148076,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total Newly Eligible,441551499,396958699,396958699,441551499,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total Not Newly,15282803,9151741,8198131,15282803,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total VIII Group,456834302,406110440,405156830,456834302,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total COVID19 Section 6008,1549134452,1093924777,1028084101,1549134452,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
North Dakota,ND,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,1549134452,1093924777,1028084101,1549134452,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total Net Expenditures,30024849008,23179262283,21772294510,30024849008,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total Newly Eligible,7315239420,6633014611,6633014611,7315239420,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total Not Newly,627834,451204,413168,627834,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total VIII Group,7315867254,6633465815,6633427779,7315867254,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total COVID19 Section 6008,30682872178,23703250303,22296282530,30682872178,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Ohio,OH,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,30682872178,23703250303,22296282530,30682872178,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total Net Expenditures,7523240743,6353455958,6156158888,7523240743,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total Newly Eligible,2012618979,1843725803,1843725803,2012618979,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total Not Newly,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total VIII Group,2012618979,1843725803,1843725803,2012618979,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total COVID19 Section 6008,7814227781,6592601685,6395304615,7814227781,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oklahoma,OK,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,7814227781,6592601685,6395304615,7814227781,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total Net Expenditures,13083208627,10174121572,9639839741,13083208627,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total Newly Eligible,4450926990,4007876702,4007876702,4450926990,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total Not Newly,24323510,16166722,14655683,24323510,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total VIII Group,4475250500,4024043424,4022532385,4475250500,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total COVID19 Section 6008,13230837562,10287028714,9752746883,13230837562,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Oregon,OR,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,13230837562,10287028714,9752746883,13230837562,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total Net Expenditures,41178251107,28126379693,26062928265,41178251107,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total Newly Eligible,7744544458,7001966350,7001966350,7744544458,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total Not Newly,310818887,280928233,280928233,310818887,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total VIII Group,8055363345,7282894583,7282894583,8055363345,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total COVID19 Section 6008,41590008863,28419635092,26356183664,41590008863,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Pennsylvania,PA,2022,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,41590008863,28419635092,26356183664,41590008863,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Rhode Island,RI,2022,Medicaid Program,Total Net Expenditures,3392593755,2394075091,2235829210,3392593755,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Rhode Island,RI,2022,Medicaid Program,Total Newly Eligible,826871497,747284633,747284633,826871497,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Rhode Island,RI,2022,Medicaid Program,Total Not Newly,12641656,7691856,6908073,12641656,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Rhode Island,RI,2022,Medicaid Program,Total VIII Group,839513153,754976489,754192706,839513153,FY 2022 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2022.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
