state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
MT,Montana,2023-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4947.000000,2781.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
MT,Montana,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3416.000000,2081.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MT,Montana,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-15089.000000,-850.635294,Review flag only; this does not identify a cause or indicate performance.
MT,Montana,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5378.000000,3020.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MT,Montana,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3855.000000,2205.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MT,Montana,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-13650.000000,-850.635294,Review flag only; this does not identify a cause or indicate performance.
MT,Montana,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5292.000000,4262.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MT,Montana,2025-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,4398.000000,3722.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MT,Montana,2025-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,5321.000000,3760.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MT,Montana,2025-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,5843.000000,3853.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MT,Montana,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
MT,Montana,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NC,North Carolina,2019-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,24319.000000,21504.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NC,North Carolina,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,29422.000000,22272.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NC,North Carolina,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,43728.000000,35151.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,29339.000000,24949.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NC,North Carolina,2022-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,39216.000000,30598.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,42456.000000,33283.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,42661.000000,36475.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,43886.000000,37022.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,39015.000000,27049.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,58110.000000,38318.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,316805.000000,11031.494118,Review flag only; this does not identify a cause or indicate performance.
NC,North Carolina,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,40678.000000,27993.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NC,North Carolina,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,79214.000000,40045.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NC,North Carolina,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NC,North Carolina,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
ND,North Dakota,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2785.000000,2445.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2020-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,4555.000000,149.141176,Review flag only; this does not identify a cause or indicate performance.
ND,North Dakota,2021-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,2932.000000,2064.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2021-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,2931.000000,2084.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-4030.000000,149.141176,Review flag only; this does not identify a cause or indicate performance.
ND,North Dakota,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-11913.000000,149.141176,Review flag only; this does not identify a cause or indicate performance.
ND,North Dakota,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,1986.000000,1574.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,3655.000000,2320.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,3668.000000,2379.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2111.000000,1632.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2433.000000,1679.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2546.000000,1745.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2895.000000,1846.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2930.000000,1964.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4345.000000,3301.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4589.000000,3359.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
ND,North Dakota,2024-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3303.000000,2650.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2025-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3824.000000,2749.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ND,North Dakota,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
ND,North Dakota,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NE,Nebraska,2019-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,7739.000000,6434.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NE,Nebraska,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,7144.000000,6059.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,8210.000000,6986.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NE,Nebraska,2020-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,10740.000000,5811.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2020-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,17506.000000,1020.000000,Review flag only; this does not identify a cause or indicate performance.
NE,Nebraska,2020-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,8676.000000,1020.000000,Review flag only; this does not identify a cause or indicate performance.
NE,Nebraska,2020-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9852.000000,6370.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NE,Nebraska,2020-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,8808.000000,1020.000000,Review flag only; this does not identify a cause or indicate performance.
NE,Nebraska,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,7700.000000,6081.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8368.000000,6505.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,6561.000000,4357.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NE,Nebraska,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,9163.000000,6655.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,6941.000000,4610.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NE,Nebraska,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-6352.000000,1020.000000,Review flag only; this does not identify a cause or indicate performance.
NE,Nebraska,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,9859.000000,6889.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,12306.000000,7416.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NE,Nebraska,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NE,Nebraska,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NH,New Hampshire,2019-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,6712.000000,5499.363636,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4793.000000,2744.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3399.000000,2538.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,6747.000000,2886.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,4341.000000,2601.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-26587.000000,-136.823529,Review flag only; this does not identify a cause or indicate performance.
NH,New Hampshire,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8375.000000,3238.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,5347.000000,2787.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-14035.000000,-136.823529,Review flag only; this does not identify a cause or indicate performance.
NH,New Hampshire,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8041.000000,3723.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-11165.000000,-136.823529,Review flag only; this does not identify a cause or indicate performance.
NH,New Hampshire,2025-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5024.000000,4265.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2025-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5398.000000,4329.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2025-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5830.000000,4405.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NH,New Hampshire,2025-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,5868.000000,3669.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NH,New Hampshire,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NH,New Hampshire,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NJ,New Jersey,2020-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,28823.000000,23773.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2022-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,22019.000000,17062.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,38780.000000,22275.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,25501.000000,17913.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-51780.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,27163.000000,19877.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-42659.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,42021.000000,27741.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,29370.000000,20788.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-47313.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,29025.000000,21869.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43038.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,54816.000000,30152.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NJ,New Jersey,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,30550.000000,22725.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,34988.000000,23574.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2024-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,36028.000000,24803.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2024-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,39030.000000,25680.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2024-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-39144.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2024-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43601.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2024-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43953.000000,97.129412,Review flag only; this does not identify a cause or indicate performance.
NJ,New Jersey,2024-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,51605.000000,31225.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NJ,New Jersey,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,57185.000000,46223.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NJ,New Jersey,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NJ,New Jersey,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NM,New Mexico,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15080.000000,12317.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2020-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15509.000000,12641.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2022-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,11320.000000,9592.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,11906.000000,10174.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,13639.000000,10095.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16610.000000,10364.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10274.000000,6721.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10659.000000,7051.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-55186.000000,-640.917647,Review flag only; this does not identify a cause or indicate performance.
NM,New Mexico,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16737.000000,11348.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-20990.000000,-640.917647,Review flag only; this does not identify a cause or indicate performance.
NM,New Mexico,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-27140.000000,-640.917647,Review flag only; this does not identify a cause or indicate performance.
NM,New Mexico,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,29266.000000,-640.917647,Review flag only; this does not identify a cause or indicate performance.
NM,New Mexico,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,36262.000000,13360.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NM,New Mexico,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13188.000000,8865.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NM,New Mexico,2024-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14364.000000,9901.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NM,New Mexico,2025-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,15276.000000,13411.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NM,New Mexico,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
NM,New Mexico,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
NV,Nevada,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,42688.000000,20061.200000,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14371.000000,12598.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NV,Nevada,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17135.000000,12738.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
NV,Nevada,2021-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,24030.000000,15606.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2022-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,29838.000000,15366.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
NV,Nevada,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-32458.000000,1083.600000,Review flag only; this does not identify a cause or indicate performance.
NV,Nevada,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-36123.000000,1083.600000,Review flag only; this does not identify a cause or indicate performance.
